tra_cov,aircraft,distance,geo,TIME_PERIOD,Number of Passengers,Number of Flights
INTL,AC_WJ,KM1000-1499,IE,2014,1186,7
INTL,AC_WJ,KM1000-1499,IE,2015,4292,21
INTL,AC_WJ,KM1000-1499,IE,2016,4079,18
INTL,AC_WJ,KM1000-1499,IE,2017,2486,10
INTL,AC_WJ,KM1000-1499,IE,2018,3290,19
INTL,AC_WJ,KM1000-1499,IE,2019,46515,253
INTL,AC_WJ,KM1000-1499,IE,2020,2463,17
INTL,AC_WJ,KM1000-1499,UK,2008,487987,2411
INTL,AC_WJ,KM1000-1499,UK,2009,456154,2351
INTL,AC_WJ,KM1000-1499,UK,2010,652131,3460
INTL,AC_WJ,KM1000-1499,UK,2011,765160,4310
INTL,AC_WJ,KM1000-1499,UK,2012,907021,4907
INTL,AC_WJ,KM1000-1499,UK,2013,887797,4636
INTL,AC_WJ,KM1000-1499,UK,2014,831652,4559
INTL,AC_WJ,KM1000-1499,UK,2015,916916,4840
INTL,AC_WJ,KM1000-1499,UK,2016,861287,4523
INTL,AC_WJ,KM1000-1499,UK,2017,979602,4756
INTL,AC_WJ,KM1000-1499,UK,2018,934459,4385
INTL,AC_WJ,KM1000-1499,UK,2019,1333250,6379
INTL,AC_WJ,KM1000-1499,UK,2020,617077,4296
INTL,AC_WJ,KM1500-1999,IE,2008,149537,504
INTL,AC_WJ,KM1500-1999,IE,2009,144864,525
INTL,AC_WJ,KM1500-1999,IE,2010,132838,479
INTL,AC_WJ,KM1500-1999,IE,2011,125090,445
INTL,AC_WJ,KM1500-1999,IE,2012,131070,442
INTL,AC_WJ,KM1500-1999,IE,2013,120766,437
INTL,AC_WJ,KM1500-1999,IE,2014,138898,513
INTL,AC_WJ,KM1500-1999,IE,2015,134789,465
INTL,AC_WJ,KM1500-1999,IE,2016,126174,441
INTL,AC_WJ,KM1500-1999,IE,2017,150099,514
INTL,AC_WJ,KM1500-1999,IE,2018,139880,466
INTL,AC_WJ,KM1500-1999,IE,2019,149159,503
INTL,AC_WJ,KM1500-1999,IE,2020,5440,42
INTL,AC_WJ,KM1500-1999,UK,2008,338658,1320
INTL,AC_WJ,KM1500-1999,UK,2009,365827,1316
INTL,AC_WJ,KM1500-1999,UK,2010,483685,1662
INTL,AC_WJ,KM1500-1999,UK,2011,505312,1743
INTL,AC_WJ,KM1500-1999,UK,2012,503991,1783
INTL,AC_WJ,KM1500-1999,UK,2013,471561,1669
INTL,AC_WJ,KM1500-1999,UK,2014,284224,1089
INTL,AC_WJ,KM1500-1999,UK,2015,333085,1222
INTL,AC_WJ,KM1500-1999,UK,2016,564275,2245
INTL,AC_WJ,KM1500-1999,UK,2017,638758,2620
INTL,AC_WJ,KM1500-1999,UK,2018,676894,2816
INTL,AC_WJ,KM1500-1999,UK,2019,1350434,6158
INTL,AC_WJ,KM1500-1999,UK,2020,431449,2829
INTL,AC_WJ,KM300-499,IE,2008,5260,23
INTL,AC_WJ,KM300-499,IE,2009,13269,100
INTL,AC_WJ,KM300-499,IE,2010,7402,41
INTL,AC_WJ,KM300-499,IE,2011,2464,13
INTL,AC_WJ,KM300-499,IE,2012,2468,12
INTL,AC_WJ,KM300-499,IE,2013,1653,7
INTL,AC_WJ,KM300-499,IE,2014,1511,8
INTL,AC_WJ,KM300-499,IE,2015,2113,10
INTL,AC_WJ,KM300-499,IE,2016,3033,15
INTL,AC_WJ,KM300-499,IE,2017,668,4
INTL,AC_WJ,KM300-499,IE,2018,2234,16
INTL,AC_WJ,KM300-499,IE,2019,45383,285
INTL,AC_WJ,KM300-499,IE,2020,72610,897
INTL,AC_WJ,KM300-499,UK,2008,85729,576
INTL,AC_WJ,KM300-499,UK,2009,25868,287
INTL,AC_WJ,KM300-499,UK,2010,189655,1348
INTL,AC_WJ,KM300-499,UK,2011,90863,547
INTL,AC_WJ,KM300-499,UK,2012,53319,365
INTL,AC_WJ,KM300-499,UK,2013,39297,249
INTL,AC_WJ,KM300-499,UK,2014,140572,828
INTL,AC_WJ,KM300-499,UK,2015,198082,1092
INTL,AC_WJ,KM300-499,UK,2016,139631,800
INTL,AC_WJ,KM300-499,UK,2017,139713,780
INTL,AC_WJ,KM300-499,UK,2018,145671,917
INTL,AC_WJ,KM300-499,UK,2019,259069,1725
INTL,AC_WJ,KM300-499,UK,2020,162574,1720
INTL,AC_WJ,KM500-999,IE,2008,4338,22
INTL,AC_WJ,KM500-999,IE,2009,6063,28
INTL,AC_WJ,KM500-999,IE,2010,10105,52
INTL,AC_WJ,KM500-999,IE,2011,3401,19
INTL,AC_WJ,KM500-999,IE,2012,3787,21
INTL,AC_WJ,KM500-999,IE,2013,4301,18
INTL,AC_WJ,KM500-999,IE,2014,2748,13
INTL,AC_WJ,KM500-999,IE,2015,3823,17
INTL,AC_WJ,KM500-999,IE,2016,3756,19
INTL,AC_WJ,KM500-999,IE,2017,2815,12
INTL,AC_WJ,KM500-999,IE,2018,3816,19
INTL,AC_WJ,KM500-999,IE,2019,6897,41
INTL,AC_WJ,KM500-999,IE,2020,4004,56
INTL,AC_WJ,KM500-999,UK,2008,376933,2675
INTL,AC_WJ,KM500-999,UK,2009,281659,1839
INTL,AC_WJ,KM500-999,UK,2010,228675,1432
INTL,AC_WJ,KM500-999,UK,2011,216781,1376
INTL,AC_WJ,KM500-999,UK,2012,223635,1452
INTL,AC_WJ,KM500-999,UK,2013,260426,1483
INTL,AC_WJ,KM500-999,UK,2014,211348,1292
INTL,AC_WJ,KM500-999,UK,2015,145127,861
INTL,AC_WJ,KM500-999,UK,2016,128729,928
INTL,AC_WJ,KM500-999,UK,2017,172189,1056
INTL,AC_WJ,KM500-999,UK,2018,139623,842
INTL,AC_WJ,KM500-999,UK,2019,267526,1638
INTL,AC_WJ,KM500-999,UK,2020,168644,1404
INTL,AC_WJ,KM_GE2000,IE,2008,1983041,9434
INTL,AC_WJ,KM_GE2000,IE,2009,1696486,7804
INTL,AC_WJ,KM_GE2000,IE,2010,1572267,6956
INTL,AC_WJ,KM_GE2000,IE,2011,1539701,6775
INTL,AC_WJ,KM_GE2000,IE,2012,1889341,7900
INTL,AC_WJ,KM_GE2000,IE,2013,2136280,8736
INTL,AC_WJ,KM_GE2000,IE,2014,2226296,9019
INTL,AC_WJ,KM_GE2000,IE,2015,2604581,10702
INTL,AC_WJ,KM_GE2000,IE,2016,2892799,11409
INTL,AC_WJ,KM_GE2000,IE,2017,3380495,13761
INTL,AC_WJ,KM_GE2000,IE,2018,3729640,15030
INTL,AC_WJ,KM_GE2000,IE,2019,3909365,15442
INTL,AC_WJ,KM_GE2000,IE,2020,679879,4788
INTL,AC_WJ,KM_GE2000,UK,2008,34430457,166360
INTL,AC_WJ,KM_GE2000,UK,2009,33160710,156511
INTL,AC_WJ,KM_GE2000,UK,2010,33399099,150808
INTL,AC_WJ,KM_GE2000,UK,2011,33590185,155335
INTL,AC_WJ,KM_GE2000,UK,2012,33697955,155115
INTL,AC_WJ,KM_GE2000,UK,2013,33522207,151552
INTL,AC_WJ,KM_GE2000,UK,2014,32787639,148911
INTL,AC_WJ,KM_GE2000,UK,2015,30859720,140051
INTL,AC_WJ,KM_GE2000,UK,2016,30080866,139040
INTL,AC_WJ,KM_GE2000,UK,2017,29474251,131930
INTL,AC_WJ,KM_GE2000,UK,2018,30763342,133841
INTL,AC_WJ,KM_GE2000,UK,2019,32174377,138030
INTL,AC_WJ,KM_GE2000,UK,2020,7751673,44636
INTL,AC_WJ,KM_LT300,IE,2008,2665,31
INTL,AC_WJ,KM_LT300,IE,2009,2130,12
INTL,AC_WJ,KM_LT300,IE,2010,812,4
INTL,AC_WJ,KM_LT300,IE,2011,268,1
INTL,AC_WJ,KM_LT300,IE,2012,280,1
INTL,AC_WJ,KM_LT300,IE,2013,464,2
INTL,AC_WJ,KM_LT300,IE,2014,779,4
INTL,AC_WJ,KM_LT300,IE,2015,384,2
INTL,AC_WJ,KM_LT300,IE,2016,0,0
INTL,AC_WJ,KM_LT300,IE,2017,0,0
INTL,AC_WJ,KM_LT300,IE,2018,1190,4
INTL,AC_WJ,KM_LT300,IE,2019,358,2
INTL,AC_WJ,KM_LT300,IE,2020,0,0
INTL,AC_WJ,KM_LT300,UK,2008,2717,32
INTL,AC_WJ,KM_LT300,UK,2009,3203,14
INTL,AC_WJ,KM_LT300,UK,2010,1545,7
INTL,AC_WJ,KM_LT300,UK,2011,0,0
INTL,AC_WJ,KM_LT300,UK,2012,0,5
INTL,AC_WJ,KM_LT300,UK,2013,943,5
INTL,AC_WJ,KM_LT300,UK,2014,405,3
INTL,AC_WJ,KM_LT300,UK,2015,404,2
INTL,AC_WJ,KM_LT300,UK,2016,0,0
INTL,AC_WJ,KM_LT300,UK,2017,0,0
INTL,AC_WJ,KM_LT300,UK,2018,691,3
INTL,AC_WJ,KM_LT300,UK,2019,0,0
INTL,AC_WJ,KM_LT300,UK,2020,0,0
NAT,AC_JJ,KM1000-1499,IE,2008,0,0
NAT,AC_JJ,KM1000-1499,IE,2009,0,0
NAT,AC_JJ,KM1000-1499,IE,2010,0,0
NAT,AC_JJ,KM1000-1499,IE,2011,0,0
NAT,AC_JJ,KM1000-1499,IE,2012,0,0
NAT,AC_JJ,KM1000-1499,IE,2013,0,0
NAT,AC_JJ,KM1000-1499,IE,2014,0,0
NAT,AC_JJ,KM1000-1499,IE,2015,0,0
NAT,AC_JJ,KM1000-1499,IE,2016,0,0
NAT,AC_JJ,KM1000-1499,IE,2017,0,0
NAT,AC_JJ,KM1000-1499,IE,2018,0,0
NAT,AC_JJ,KM1000-1499,IE,2019,0,0
NAT,AC_JJ,KM1000-1499,IE,2020,0,0
NAT,AC_JJ,KM1000-1499,UK,2008,0,0
NAT,AC_JJ,KM1000-1499,UK,2009,0,0
NAT,AC_JJ,KM1000-1499,UK,2010,0,0
NAT,AC_JJ,KM1000-1499,UK,2011,0,0
NAT,AC_JJ,KM1000-1499,UK,2012,0,0
NAT,AC_JJ,KM1000-1499,UK,2013,0,0
NAT,AC_JJ,KM1000-1499,UK,2014,0,0
NAT,AC_JJ,KM1000-1499,UK,2015,0,0
NAT,AC_JJ,KM1000-1499,UK,2016,0,0
NAT,AC_JJ,KM1000-1499,UK,2017,0,0
NAT,AC_JJ,KM1000-1499,UK,2018,0,0
NAT,AC_JJ,KM1000-1499,UK,2019,0,0
NAT,AC_JJ,KM1000-1499,UK,2020,0,0
NAT,AC_JJ,KM1500-1999,IE,2008,0,0
NAT,AC_JJ,KM1500-1999,IE,2009,0,0
NAT,AC_JJ,KM1500-1999,IE,2010,0,0
NAT,AC_JJ,KM1500-1999,IE,2011,0,0
NAT,AC_JJ,KM1500-1999,IE,2012,0,0
NAT,AC_JJ,KM1500-1999,IE,2013,0,0
NAT,AC_JJ,KM1500-1999,IE,2014,0,0
NAT,AC_JJ,KM1500-1999,IE,2015,0,0
NAT,AC_JJ,KM1500-1999,IE,2016,0,0
NAT,AC_JJ,KM1500-1999,IE,2017,0,0
NAT,AC_JJ,KM1500-1999,IE,2018,0,0
NAT,AC_JJ,KM1500-1999,IE,2019,0,0
NAT,AC_JJ,KM1500-1999,IE,2020,0,0
NAT,AC_JJ,KM1500-1999,UK,2008,0,0
NAT,AC_JJ,KM1500-1999,UK,2009,0,0
NAT,AC_JJ,KM1500-1999,UK,2010,0,0
NAT,AC_JJ,KM1500-1999,UK,2011,0,0
NAT,AC_JJ,KM1500-1999,UK,2012,0,0
NAT,AC_JJ,KM1500-1999,UK,2013,0,0
NAT,AC_JJ,KM1500-1999,UK,2014,0,0
NAT,AC_JJ,KM1500-1999,UK,2015,0,0
NAT,AC_JJ,KM1500-1999,UK,2016,0,0
NAT,AC_JJ,KM1500-1999,UK,2017,0,0
NAT,AC_JJ,KM1500-1999,UK,2018,0,0
NAT,AC_JJ,KM1500-1999,UK,2019,0,0
NAT,AC_JJ,KM1500-1999,UK,2020,0,0
NAT,AC_JJ,KM300-499,IE,2008,0,0
NAT,AC_JJ,KM300-499,IE,2009,0,0
NAT,AC_JJ,KM300-499,IE,2010,0,0
NAT,AC_JJ,KM300-499,IE,2011,0,0
NAT,AC_JJ,KM300-499,IE,2012,0,0
NAT,AC_JJ,KM300-499,IE,2013,0,0
NAT,AC_JJ,KM300-499,IE,2014,0,0
NAT,AC_JJ,KM300-499,IE,2015,0,0
NAT,AC_JJ,KM300-499,IE,2016,0,0
NAT,AC_JJ,KM300-499,IE,2017,0,0
NAT,AC_JJ,KM300-499,IE,2018,0,0
NAT,AC_JJ,KM300-499,IE,2019,0,0
NAT,AC_JJ,KM300-499,IE,2020,0,0
NAT,AC_JJ,KM300-499,UK,2008,4080,43
NAT,AC_JJ,KM300-499,UK,2009,10733,117
NAT,AC_JJ,KM300-499,UK,2010,27010,224
NAT,AC_JJ,KM300-499,UK,2011,21318,194
NAT,AC_JJ,KM300-499,UK,2012,1639,10
NAT,AC_JJ,KM300-499,UK,2013,2545,15
NAT,AC_JJ,KM300-499,UK,2014,503,4
NAT,AC_JJ,KM300-499,UK,2015,797,5
NAT,AC_JJ,KM300-499,UK,2016,737,6
NAT,AC_JJ,KM300-499,UK,2017,196,1
NAT,AC_JJ,KM300-499,UK,2018,242,2
NAT,AC_JJ,KM300-499,UK,2019,0,0
NAT,AC_JJ,KM300-499,UK,2020,89,1
NAT,AC_JJ,KM500-999,IE,2008,0,0
NAT,AC_JJ,KM500-999,IE,2009,0,0
NAT,AC_JJ,KM500-999,IE,2010,0,0
NAT,AC_JJ,KM500-999,IE,2011,0,0
NAT,AC_JJ,KM500-999,IE,2012,0,0
NAT,AC_JJ,KM500-999,IE,2013,0,0
NAT,AC_JJ,KM500-999,IE,2014,0,0
NAT,AC_JJ,KM500-999,IE,2015,0,0
NAT,AC_JJ,KM500-999,IE,2016,0,0
NAT,AC_JJ,KM500-999,IE,2017,0,0
NAT,AC_JJ,KM500-999,IE,2018,0,0
NAT,AC_JJ,KM500-999,IE,2019,0,0
NAT,AC_JJ,KM500-999,IE,2020,0,0
NAT,AC_JJ,KM500-999,UK,2008,120054,1188
NAT,AC_JJ,KM500-999,UK,2009,4945,47
NAT,AC_JJ,KM500-999,UK,2010,5534,43
NAT,AC_JJ,KM500-999,UK,2011,5752,53
NAT,AC_JJ,KM500-999,UK,2012,3417,24
NAT,AC_JJ,KM500-999,UK,2013,15323,103
NAT,AC_JJ,KM500-999,UK,2014,600,7
NAT,AC_JJ,KM500-999,UK,2015,3379,22
NAT,AC_JJ,KM500-999,UK,2016,57,2
NAT,AC_JJ,KM500-999,UK,2017,374,2
NAT,AC_JJ,KM500-999,UK,2018,475,4
NAT,AC_JJ,KM500-999,UK,2019,158,1
NAT,AC_JJ,KM500-999,UK,2020,0,0
NAT,AC_JJ,KM_GE2000,IE,2008,0,0
NAT,AC_JJ,KM_GE2000,IE,2009,0,0
NAT,AC_JJ,KM_GE2000,IE,2010,0,0
NAT,AC_JJ,KM_GE2000,IE,2011,0,0
NAT,AC_JJ,KM_GE2000,IE,2012,0,0
NAT,AC_JJ,KM_GE2000,IE,2013,0,0
NAT,AC_JJ,KM_GE2000,IE,2014,0,0
NAT,AC_JJ,KM_GE2000,IE,2015,0,0
NAT,AC_JJ,KM_GE2000,IE,2016,0,0
NAT,AC_JJ,KM_GE2000,IE,2017,0,0
NAT,AC_JJ,KM_GE2000,IE,2018,0,0
NAT,AC_JJ,KM_GE2000,IE,2019,0,0
NAT,AC_JJ,KM_GE2000,IE,2020,0,0
NAT,AC_JJ,KM_GE2000,UK,2008,0,0
NAT,AC_JJ,KM_GE2000,UK,2009,0,0
NAT,AC_JJ,KM_GE2000,UK,2010,0,0
NAT,AC_JJ,KM_GE2000,UK,2011,0,0
NAT,AC_JJ,KM_GE2000,UK,2012,0,0
NAT,AC_JJ,KM_GE2000,UK,2013,0,0
NAT,AC_JJ,KM_GE2000,UK,2014,0,0
NAT,AC_JJ,KM_GE2000,UK,2015,0,0
NAT,AC_JJ,KM_GE2000,UK,2016,0,0
NAT,AC_JJ,KM_GE2000,UK,2017,0,0
NAT,AC_JJ,KM_GE2000,UK,2018,0,0
NAT,AC_JJ,KM_GE2000,UK,2019,0,0
NAT,AC_JJ,KM_GE2000,UK,2020,0,0
NAT,AC_JJ,KM_LT300,IE,2008,2210,23
NAT,AC_JJ,KM_LT300,IE,2009,0,0
NAT,AC_JJ,KM_LT300,IE,2010,393,5
NAT,AC_JJ,KM_LT300,IE,2011,0,1
NAT,AC_JJ,KM_LT300,IE,2012,62,2
NAT,AC_JJ,KM_LT300,IE,2013,348,1
NAT,AC_JJ,KM_LT300,IE,2014,0,1
NAT,AC_JJ,KM_LT300,IE,2015,515,8
NAT,AC_JJ,KM_LT300,IE,2016,311,3
NAT,AC_JJ,KM_LT300,IE,2017,128,1
NAT,AC_JJ,KM_LT300,IE,2018,679,6
NAT,AC_JJ,KM_LT300,IE,2019,335,3
NAT,AC_JJ,KM_LT300,IE,2020,0,0
NAT,AC_JJ,KM_LT300,UK,2008,118564,998
NAT,AC_JJ,KM_LT300,UK,2009,15787,132
NAT,AC_JJ,KM_LT300,UK,2010,11817,96
NAT,AC_JJ,KM_LT300,UK,2011,12756,115
NAT,AC_JJ,KM_LT300,UK,2012,11190,86
NAT,AC_JJ,KM_LT300,UK,2013,10485,91
NAT,AC_JJ,KM_LT300,UK,2014,7938,65
NAT,AC_JJ,KM_LT300,UK,2015,4330,23
NAT,AC_JJ,KM_LT300,UK,2016,4138,21
NAT,AC_JJ,KM_LT300,UK,2017,3214,29
NAT,AC_JJ,KM_LT300,UK,2018,2270,41
NAT,AC_JJ,KM_LT300,UK,2019,1139,7
NAT,AC_JJ,KM_LT300,UK,2020,150,2
NAT,AC_NJ,KM1000-1499,IE,2008,0,0
NAT,AC_NJ,KM1000-1499,IE,2009,0,0
NAT,AC_NJ,KM1000-1499,IE,2010,0,0
NAT,AC_NJ,KM1000-1499,IE,2011,0,0
NAT,AC_NJ,KM1000-1499,IE,2012,0,0
NAT,AC_NJ,KM1000-1499,IE,2013,0,0
NAT,AC_NJ,KM1000-1499,IE,2014,0,0
NAT,AC_NJ,KM1000-1499,IE,2015,0,0
NAT,AC_NJ,KM1000-1499,IE,2016,0,0
NAT,AC_NJ,KM1000-1499,IE,2017,0,0
NAT,AC_NJ,KM1000-1499,IE,2018,0,0
NAT,AC_NJ,KM1000-1499,IE,2019,0,0
NAT,AC_NJ,KM1000-1499,IE,2020,0,0
NAT,AC_NJ,KM1000-1499,UK,2008,0,0
NAT,AC_NJ,KM1000-1499,UK,2009,0,0
NAT,AC_NJ,KM1000-1499,UK,2010,0,0
NAT,AC_NJ,KM1000-1499,UK,2011,0,0
NAT,AC_NJ,KM1000-1499,UK,2012,0,0
NAT,AC_NJ,KM1000-1499,UK,2013,0,0
NAT,AC_NJ,KM1000-1499,UK,2014,0,0
NAT,AC_NJ,KM1000-1499,UK,2015,102,1
NAT,AC_NJ,KM1000-1499,UK,2016,0,0
NAT,AC_NJ,KM1000-1499,UK,2017,0,0
NAT,AC_NJ,KM1000-1499,UK,2018,0,0
NAT,AC_NJ,KM1000-1499,UK,2019,0,0
NAT,AC_NJ,KM1000-1499,UK,2020,0,0
NAT,AC_NJ,KM1500-1999,IE,2008,0,0
NAT,AC_NJ,KM1500-1999,IE,2009,0,0
NAT,AC_NJ,KM1500-1999,IE,2010,0,0
NAT,AC_NJ,KM1500-1999,IE,2011,0,0
NAT,AC_NJ,KM1500-1999,IE,2012,0,0
NAT,AC_NJ,KM1500-1999,IE,2013,0,0
NAT,AC_NJ,KM1500-1999,IE,2014,0,0
NAT,AC_NJ,KM1500-1999,IE,2015,0,0
NAT,AC_NJ,KM1500-1999,IE,2016,0,0
NAT,AC_NJ,KM1500-1999,IE,2017,0,0
NAT,AC_NJ,KM1500-1999,IE,2018,0,0
NAT,AC_NJ,KM1500-1999,IE,2019,0,0
NAT,AC_NJ,KM1500-1999,IE,2020,0,0
NAT,AC_NJ,KM1500-1999,UK,2008,0,0
NAT,AC_NJ,KM1500-1999,UK,2009,0,0
NAT,AC_NJ,KM1500-1999,UK,2010,0,0
NAT,AC_NJ,KM1500-1999,UK,2011,0,0
NAT,AC_NJ,KM1500-1999,UK,2012,0,0
NAT,AC_NJ,KM1500-1999,UK,2013,0,0
NAT,AC_NJ,KM1500-1999,UK,2014,0,0
NAT,AC_NJ,KM1500-1999,UK,2015,0,0
NAT,AC_NJ,KM1500-1999,UK,2016,0,0
NAT,AC_NJ,KM1500-1999,UK,2017,0,0
NAT,AC_NJ,KM1500-1999,UK,2018,0,0
NAT,AC_NJ,KM1500-1999,UK,2019,0,0
NAT,AC_NJ,KM1500-1999,UK,2020,0,0
NAT,AC_NJ,KM300-499,IE,2008,0,0
NAT,AC_NJ,KM300-499,IE,2009,0,0
NAT,AC_NJ,KM300-499,IE,2010,0,0
NAT,AC_NJ,KM300-499,IE,2011,0,0
NAT,AC_NJ,KM300-499,IE,2012,0,0
NAT,AC_NJ,KM300-499,IE,2013,0,0
NAT,AC_NJ,KM300-499,IE,2014,0,0
NAT,AC_NJ,KM300-499,IE,2015,0,0
NAT,AC_NJ,KM300-499,IE,2016,0,0
NAT,AC_NJ,KM300-499,IE,2017,0,0
NAT,AC_NJ,KM300-499,IE,2018,0,0
NAT,AC_NJ,KM300-499,IE,2019,0,0
NAT,AC_NJ,KM300-499,IE,2020,0,0
NAT,AC_NJ,KM300-499,UK,2008,3596251,37086
NAT,AC_NJ,KM300-499,UK,2009,2958807,29262
NAT,AC_NJ,KM300-499,UK,2010,2393800,24034
NAT,AC_NJ,KM300-499,UK,2011,2254183,21906
NAT,AC_NJ,KM300-499,UK,2012,2000089,17732
NAT,AC_NJ,KM300-499,UK,2013,1949861,16506
NAT,AC_NJ,KM300-499,UK,2014,2038814,16689
NAT,AC_NJ,KM300-499,UK,2015,2400586,21303
NAT,AC_NJ,KM300-499,UK,2016,2232964,17907
NAT,AC_NJ,KM300-499,UK,2017,2288281,17973
NAT,AC_NJ,KM300-499,UK,2018,2371032,17720
NAT,AC_NJ,KM300-499,UK,2019,2362642,17114
NAT,AC_NJ,KM300-499,UK,2020,725861,6312
NAT,AC_NJ,KM500-999,IE,2008,0,0
NAT,AC_NJ,KM500-999,IE,2009,0,0
NAT,AC_NJ,KM500-999,IE,2010,0,0
NAT,AC_NJ,KM500-999,IE,2011,0,0
NAT,AC_NJ,KM500-999,IE,2012,0,0
NAT,AC_NJ,KM500-999,IE,2013,0,0
NAT,AC_NJ,KM500-999,IE,2014,0,0
NAT,AC_NJ,KM500-999,IE,2015,0,0
NAT,AC_NJ,KM500-999,IE,2016,0,0
NAT,AC_NJ,KM500-999,IE,2017,0,0
NAT,AC_NJ,KM500-999,IE,2018,0,0
NAT,AC_NJ,KM500-999,IE,2019,0,0
NAT,AC_NJ,KM500-999,IE,2020,0,0
NAT,AC_NJ,KM500-999,UK,2008,8981281,84132
NAT,AC_NJ,KM500-999,UK,2009,8296658,73548
NAT,AC_NJ,KM500-999,UK,2010,7709515,68081
NAT,AC_NJ,KM500-999,UK,2011,7659888,64347
NAT,AC_NJ,KM500-999,UK,2012,7699470,64699
NAT,AC_NJ,KM500-999,UK,2013,7845866,67799
NAT,AC_NJ,KM500-999,UK,2014,8166125,67122
NAT,AC_NJ,KM500-999,UK,2015,8604508,68216
NAT,AC_NJ,KM500-999,UK,2016,8947117,67949
NAT,AC_NJ,KM500-999,UK,2017,8847473,65276
NAT,AC_NJ,KM500-999,UK,2018,8733269,63781
NAT,AC_NJ,KM500-999,UK,2019,8186286,59562
NAT,AC_NJ,KM500-999,UK,2020,2253169,20042
NAT,AC_NJ,KM_GE2000,IE,2008,0,0
NAT,AC_NJ,KM_GE2000,IE,2009,0,0
NAT,AC_NJ,KM_GE2000,IE,2010,0,0
NAT,AC_NJ,KM_GE2000,IE,2011,0,0
NAT,AC_NJ,KM_GE2000,IE,2012,0,0
NAT,AC_NJ,KM_GE2000,IE,2013,0,0
NAT,AC_NJ,KM_GE2000,IE,2014,0,0
NAT,AC_NJ,KM_GE2000,IE,2015,0,0
NAT,AC_NJ,KM_GE2000,IE,2016,0,0
NAT,AC_NJ,KM_GE2000,IE,2017,0,0
NAT,AC_NJ,KM_GE2000,IE,2018,0,0
NAT,AC_NJ,KM_GE2000,IE,2019,0,0
NAT,AC_NJ,KM_GE2000,IE,2020,0,0
NAT,AC_NJ,KM_GE2000,UK,2008,0,0
NAT,AC_NJ,KM_GE2000,UK,2009,0,0
NAT,AC_NJ,KM_GE2000,UK,2010,0,0
NAT,AC_NJ,KM_GE2000,UK,2011,0,0
NAT,AC_NJ,KM_GE2000,UK,2012,0,0
NAT,AC_NJ,KM_GE2000,UK,2013,0,0
NAT,AC_NJ,KM_GE2000,UK,2014,0,0
NAT,AC_NJ,KM_GE2000,UK,2015,0,0
NAT,AC_NJ,KM_GE2000,UK,2016,0,0
NAT,AC_NJ,KM_GE2000,UK,2017,0,0
NAT,AC_NJ,KM_GE2000,UK,2018,0,0
NAT,AC_NJ,KM_GE2000,UK,2019,0,0
NAT,AC_NJ,KM_GE2000,UK,2020,0,0
NAT,AC_NJ,KM_LT300,IE,2008,406076,4518
NAT,AC_NJ,KM_LT300,IE,2009,408413,5425
NAT,AC_NJ,KM_LT300,IE,2010,233012,4060
NAT,AC_NJ,KM_LT300,IE,2011,63632,1193
NAT,AC_NJ,KM_LT300,IE,2012,4346,52
NAT,AC_NJ,KM_LT300,IE,2013,9660,79
NAT,AC_NJ,KM_LT300,IE,2014,2513,29
NAT,AC_NJ,KM_LT300,IE,2015,9029,83
NAT,AC_NJ,KM_LT300,IE,2016,6184,61
NAT,AC_NJ,KM_LT300,IE,2017,3353,38
NAT,AC_NJ,KM_LT300,IE,2018,7043,73
NAT,AC_NJ,KM_LT300,IE,2019,4939,35
NAT,AC_NJ,KM_LT300,IE,2020,6,2
NAT,AC_NJ,KM_LT300,UK,2008,3273146,36645
NAT,AC_NJ,KM_LT300,UK,2009,3062296,30991
NAT,AC_NJ,KM_LT300,UK,2010,2751829,29492
NAT,AC_NJ,KM_LT300,UK,2011,2640319,26882
NAT,AC_NJ,KM_LT300,UK,2012,2780345,27621
NAT,AC_NJ,KM_LT300,UK,2013,2821895,28932
NAT,AC_NJ,KM_LT300,UK,2014,3080206,28578
NAT,AC_NJ,KM_LT300,UK,2015,3226409,27608
NAT,AC_NJ,KM_LT300,UK,2016,3265974,27412
NAT,AC_NJ,KM_LT300,UK,2017,3275840,26514
NAT,AC_NJ,KM_LT300,UK,2018,3440459,27555
NAT,AC_NJ,KM_LT300,UK,2019,3441206,26615
NAT,AC_NJ,KM_LT300,UK,2020,1067131,9275
NAT,AC_RJ,KM1000-1499,IE,2008,0,0
NAT,AC_RJ,KM1000-1499,IE,2009,0,0
NAT,AC_RJ,KM1000-1499,IE,2010,0,0
NAT,AC_RJ,KM1000-1499,IE,2011,0,0
NAT,AC_RJ,KM1000-1499,IE,2012,0,0
NAT,AC_RJ,KM1000-1499,IE,2013,0,0
NAT,AC_RJ,KM1000-1499,IE,2014,0,0
NAT,AC_RJ,KM1000-1499,IE,2015,0,0
NAT,AC_RJ,KM1000-1499,IE,2016,0,0
NAT,AC_RJ,KM1000-1499,IE,2017,0,0
NAT,AC_RJ,KM1000-1499,IE,2018,0,0
NAT,AC_RJ,KM1000-1499,IE,2019,0,0
NAT,AC_RJ,KM1000-1499,IE,2020,0,0
NAT,AC_RJ,KM1000-1499,UK,2008,0,0
NAT,AC_RJ,KM1000-1499,UK,2009,0,0
NAT,AC_RJ,KM1000-1499,UK,2010,0,0
NAT,AC_RJ,KM1000-1499,UK,2011,0,0
NAT,AC_RJ,KM1000-1499,UK,2012,0,0
NAT,AC_RJ,KM1000-1499,UK,2013,0,0
